is_reducing,n,avg_GDP_pc,avg_renewable,avg_energy_pc,avg_urban,avg_CO2_pc,avg_growth,median_reduction
Not_Reducing,93,8762.68159359079,34.623790322580646,1794.534098623724,57.53827252285728,4.385068842583918,3.1781867763678098,13.923676033413592
Reducing,49,32829.5755948036,22.228790087463558,3406.30502687305,75.92742314732473,6.884718869111629,1.1234212209752314,-9.689523694244393
